0.200000,96.000000
0.300000,96.000000
0.400000,96.666667
0.500000,96.000000
0.600000,95.333333
0.700000,95.333333
0.800000,94.666667
0.900000,94.000000
1.000000,94.000000
1.100000,93.333333
1.200000,93.333333
1.300000,93.333333
1.400000,93.333333
1.500000,93.333333
1.600000,93.333333
1.700000,92.000000
1.800000,91.333333
1.900000,91.333333
2.000000,91.333333
2.100000,91.333333
2.200000,91.333333
2.300000,91.333333
2.400000,90.666667
2.500000,90.000000
2.600000,90.666667
2.700000,90.666667
2.800000,90.666667
2.900000,90.000000
